Age,Department,JobRole,OverTime,MonthlyIncome,YearsAtCompany,MaritalStatus,JobSatisfaction,Attrition,AttritionRiskScore,RiskBand,EmployeeID,IncomeBand,DeptShort,TenureBucket
44,Research & Development,Healthcare Representative,No,4979,3,Married,1,0,0.18,Low,EMP1491,3-6K,R&D,2-3y
37,Sales,Sales Executive,Yes,7393,0,Married,1,0,0.515,Medium,EMP1492,6-10K,Sales,0-1y
33,Research & Development,Research Scientist,No,3835,5,Single,4,0,0.219,Low,EMP1493,3-6K,R&D,4-5y
46,Sales,Sales Executive,No,4938,15,Divorced,1,0,0.017,Low,EMP1494,3-6K,Sales,10y+
36,Research & Development,Healthcare Representative,No,5944,13,Married,2,0,0.094,Low,EMP1495,3-6K,R&D,10y+
29,Research & Development,Research Scientist,No,6219,0,Single,1,1,0.31,Medium,EMP1496,6-10K,R&D,0-1y
21,Research & Development,Healthcare Representative,No,7126,0,Single,2,0,0.351,Medium,EMP1497,6-10K,R&D,0-1y
33,Research & Development,Research Director,No,3949,6,Single,1,0,0.21,Low,EMP1498,3-6K,R&D,6-10y
43,Research & Development,Research Director,No,2594,17,Single,2,0,0.025,Low,EMP1499,<3K,R&D,10y+
57,Sales,Manager,No,13274,0,Married,3,0,0.042,Low,EMP1500,10K+,Sales,0-1y
37,Sales,Sales Executive,No,19999,1,Single,4,0,0.117,Low,EMP1501,10K+,Sales,0-1y
30,Sales,Sales Representative,Yes,6947,1,Divorced,2,1,0.728,High,EMP1502,6-10K,Sales,0-1y
26,Research & Development,Research Scientist,Yes,2622,2,Married,3,0,0.498,Medium,EMP1503,<3K,R&D,2-3y
41,Research & Development,Research Director,No,3550,6,Married,3,0,0.102,Low,EMP1504,3-6K,R&D,6-10y
21,Sales,Manager,No,7186,0,Married,4,0,0.18,Low,EMP1505,6-10K,Sales,0-1y
41,Research & Development,Research Scientist,Yes,11357,3,Married,4,0,0.211,Low,EMP1506,10K+,R&D,2-3y
44,Sales,Sales Representative,Yes,2787,0,Divorced,1,1,0.708,High,EMP1507,<3K,Sales,0-1y
40,Research & Development,Healthcare Representative,Yes,5072,0,Divorced,3,0,0.35,Medium,EMP1508,3-6K,R&D,0-1y
35,Research & Development,Manufacturing Director,No,6049,0,Married,4,0,0.187,Low,EMP1509,6-10K,R&D,0-1y
42,Research & Development,Manufacturing Director,Yes,8738,0,Single,2,0,0.485,Medium,EMP1510,6-10K,R&D,0-1y
38,Sales,Sales Executive,No,4496,5,Married,3,0,0.104,Low,EMP1511,3-6K,Sales,4-5y
29,Research & Development,Manufacturing Director,No,2298,1,Single,2,1,0.33,Medium,EMP1512,<3K,R&D,0-1y
53,Research & Development,Research Scientist,Yes,7643,2,Married,2,0,0.219,Low,EMP1513,6-10K,R&D,2-3y
33,Research & Development,Research Director,No,10083,1,Married,1,0,0.131,Low,EMP1514,10K+,R&D,0-1y
43,Research & Development,Research Director,No,5190,1,Married,1,0,0.15,Low,EMP1515,3-6K,R&D,0-1y
18,Research & Development,Healthcare Representative,No,6787,10,Married,3,0,0.1,Low,EMP1516,6-10K,R&D,6-10y
48,Sales,Sales Executive,No,4184,3,Single,4,0,0.116,Low,EMP1517,3-6K,Sales,2-3y
50,Research & Development,Research Director,No,3411,3,Married,3,0,0.055,Low,EMP1518,3-6K,R&D,2-3y
37,Sales,Sales Representative,Yes,9552,4,Married,1,0,0.583,Medium,EMP1519,6-10K,Sales,4-5y
42,Sales,Sales Representative,No,6721,0,Divorced,1,0,0.311,Medium,EMP1520,6-10K,Sales,0-1y
42,Research & Development,Research Director,No,7113,2,Married,3,0,0.087,Low,EMP1521,6-10K,R&D,2-3y
31,Research & Development,Research Director,Yes,12408,5,Single,1,0,0.398,Medium,EMP1522,10K+,R&D,4-5y
41,Research & Development,Laboratory Technician,No,3040,5,Married,3,0,0.178,Low,EMP1523,3-6K,R&D,4-5y
29,Research & Development,Research Scientist,No,4009,1,Single,4,0,0.236,Low,EMP1524,3-6K,R&D,0-1y
31,Research & Development,Healthcare Representative,Yes,5924,0,Married,1,0,0.48,Medium,EMP1525,3-6K,R&D,0-1y
47,Human Resources,Manager,No,3982,2,Married,3,0,0.128,Low,EMP1526,3-6K,HR,2-3y
45,Human Resources,Human Resources,No,8355,10,Married,4,0,0.01,Low,EMP1527,6-10K,HR,6-10y
30,Sales,Sales Representative,No,4899,5,Married,2,0,0.329,Medium,EMP1528,3-6K,Sales,4-5y
30,Research & Development,Research Director,Yes,3146,1,Divorced,4,0,0.4,Medium,EMP1529,3-6K,R&D,0-1y
31,Sales,Sales Executive,No,5631,22,Married,4,0,0.01,Low,EMP1530,3-6K,Sales,10y+
43,Sales,Manager,Yes,5965,4,Married,2,0,0.295,Low,EMP1531,3-6K,Sales,4-5y
28,Research & Development,Healthcare Representative,No,9082,19,Married,2,0,0.044,Low,EMP1532,6-10K,R&D,10y+
40,Research & Development,Research Director,No,6742,3,Married,3,0,0.075,Low,EMP1533,6-10K,R&D,2-3y
43,Research & Development,Research Scientist,No,6999,0,Divorced,3,0,0.075,Low,EMP1534,6-10K,R&D,0-1y
36,Research & Development,Research Scientist,Yes,6477,1,Divorced,2,0,0.384,Medium,EMP1535,6-10K,R&D,0-1y
46,Research & Development,Manufacturing Director,No,4897,8,Single,1,0,0.125,Low,EMP1536,3-6K,R&D,6-10y
34,Research & Development,Manufacturing Director,Yes,3663,4,Single,3,1,0.442,Medium,EMP1537,3-6K,R&D,4-5y
35,Research & Development,Manufacturing Director,No,6366,0,Single,1,1,0.332,Medium,EMP1538,6-10K,R&D,0-1y
28,Sales,Manager,No,4522,10,Single,1,0,0.206,Low,EMP1539,3-6K,Sales,6-10y
46,Human Resources,Manager,No,13758,1,Married,1,0,0.059,Low,EMP1540,10K+,HR,0-1y
30,Research & Development,Research Scientist,Yes,11363,9,Single,2,0,0.332,Medium,EMP1541,10K+,R&D,6-10y
40,Sales,Manager,Yes,7692,0,Married,1,1,0.43,Medium,EMP1542,6-10K,Sales,0-1y
36,Human Resources,Human Resources,No,6688,6,Single,2,0,0.118,Low,EMP1543,6-10K,HR,6-10y
27,Research & Development,Manufacturing Director,Yes,5175,0,Single,1,0,0.772,High,EMP1544,3-6K,R&D,0-1y
31,Research & Development,Laboratory Technician,Yes,2714,4,Married,2,0,0.584,Medium,EMP1545,<3K,R&D,4-5y
49,Research & Development,Research Scientist,No,4822,2,Married,4,0,0.056,Low,EMP1546,3-6K,R&D,2-3y
38,Research & Development,Research Director,No,5743,12,Married,2,0,0.033,Low,EMP1547,3-6K,R&D,10y+
27,Sales,Sales Representative,Yes,6162,2,Divorced,3,0,0.66,High,EMP1548,6-10K,Sales,2-3y
39,Research & Development,Healthcare Representative,No,7032,12,Divorced,1,0,0.081,Low,EMP1549,6-10K,R&D,10y+
35,Research & Development,Laboratory Technician,No,9015,3,Married,1,0,0.213,Low,EMP1550,6-10K,R&D,2-3y
60,Research & Development,Healthcare Representative,No,3711,0,Single,4,0,0.075,Low,EMP1551,3-6K,R&D,0-1y
39,Research & Development,Research Scientist,No,3730,1,Single,3,0,0.201,Low,EMP1552,3-6K,R&D,0-1y
33,Sales,Manager,No,12063,2,Divorced,1,0,0.164,Low,EMP1553,10K+,Sales,2-3y
49,Research & Development,Research Director,No,8300,14,Married,3,0,0.01,Low,EMP1554,6-10K,R&D,10y+
20,Research & Development,Manufacturing Director,No,4381,1,Married,1,0,0.275,Low,EMP1555,3-6K,R&D,0-1y
37,Research & Development,Laboratory Technician,No,5120,10,Married,1,0,0.12,Low,EMP1556,3-6K,R&D,6-10y
54,Research & Development,Manufacturing Director,Yes,5133,5,Single,2,0,0.289,Low,EMP1557,3-6K,R&D,4-5y
35,Research & Development,Laboratory Technician,No,5526,8,Married,3,0,0.148,Low,EMP1558,3-6K,R&D,6-10y
21,Research & Development,Manufacturing Director,Yes,7044,3,Divorced,3,1,0.414,Medium,EMP1559,6-10K,R&D,2-3y
33,Research & Development,Laboratory Technician,No,19999,1,Divorced,4,0,0.046,Low,EMP1560,10K+,R&D,0-1y
50,Research & Development,Healthcare Representative,No,6029,1,Single,1,0,0.234,Low,EMP1561,6-10K,R&D,0-1y
40,Sales,Sales Executive,No,7819,3,Married,1,0,0.159,Low,EMP1562,6-10K,Sales,2-3y
29,Research & Development,Research Scientist,No,2148,8,Single,3,1,0.121,Low,EMP1563,<3K,R&D,6-10y
30,Research & Development,Laboratory Technician,No,4160,4,Divorced,4,0,0.123,Low,EMP1564,3-6K,R&D,4-5y
31,Sales,Manager,Yes,10677,12,Single,3,0,0.311,Medium,EMP1565,10K+,Sales,10y+
40,Sales,Manager,No,6776,0,Married,3,0,0.103,Low,EMP1566,6-10K,Sales,0-1y
49,Research & Development,Research Director,No,1009,0,Single,1,0,0.307,Medium,EMP1567,<3K,R&D,0-1y
46,Research & Development,Laboratory Technician,Yes,7869,3,Married,4,0,0.321,Medium,EMP1568,6-10K,R&D,2-3y
41,Research & Development,Research Scientist,No,15599,1,Married,4,0,0.075,Low,EMP1569,10K+,R&D,0-1y
25,Research & Development,Research Director,No,1812,6,Married,3,0,0.116,Low,EMP1570,<3K,R&D,6-10y
25,Sales,Sales Representative,No,12527,2,Divorced,2,0,0.292,Low,EMP1571,10K+,Sales,2-3y
41,Research & Development,Laboratory Technician,No,1182,9,Divorced,3,0,0.085,Low,EMP1572,<3K,R&D,6-10y
24,Sales,Sales Executive,Yes,9098,6,Divorced,3,0,0.375,Medium,EMP1573,6-10K,Sales,6-10y
34,Sales,Sales Executive,Yes,5405,12,Married,4,0,0.203,Low,EMP1574,3-6K,Sales,10y+
39,Research & Development,Research Director,Yes,1491,0,Married,1,0,0.482,Medium,EMP1575,<3K,R&D,0-1y
26,Sales,Sales Executive,Yes,6942,2,Married,3,0,0.44,Medium,EMP1576,6-10K,Sales,2-3y
27,Research & Development,Research Director,No,10228,0,Married,3,0,0.228,Low,EMP1577,10K+,R&D,0-1y
36,Sales,Manager,No,6635,5,Married,2,1,0.104,Low,EMP1578,6-10K,Sales,4-5y
41,Research & Development,Research Director,Yes,7492,1,Married,4,0,0.275,Low,EMP1579,6-10K,R&D,0-1y
46,Research & Development,Research Director,No,4331,3,Single,1,0,0.178,Low,EMP1580,3-6K,R&D,2-3y
42,Research & Development,Research Scientist,No,1951,6,Married,1,0,0.133,Low,EMP1581,<3K,R&D,6-10y
37,Research & Development,Research Director,No,7946,3,Single,4,0,0.078,Low,EMP1582,6-10K,R&D,2-3y
30,Research & Development,Laboratory Technician,No,14219,5,Single,1,0,0.261,Low,EMP1583,10K+,R&D,4-5y
27,Sales,Sales Executive,No,10109,0,Single,2,0,0.257,Low,EMP1584,10K+,Sales,0-1y
32,Research & Development,Research Scientist,No,1820,3,Single,2,0,0.35,Medium,EMP1585,<3K,R&D,2-3y
40,Research & Development,Laboratory Technician,Yes,2360,1,Divorced,3,0,0.454,Medium,EMP1586,<3K,R&D,0-1y
40,Research & Development,Laboratory Technician,No,3410,1,Married,1,0,0.246,Low,EMP1587,3-6K,R&D,0-1y
18,Research & Development,Laboratory Technician,No,2261,4,Single,2,0,0.576,Medium,EMP1588,<3K,R&D,4-5y
29,Research & Development,Laboratory Technician,No,5565,6,Divorced,4,0,0.147,Low,EMP1589,3-6K,R&D,6-10y
47,Sales,Sales Representative,No,6743,1,Divorced,2,0,0.201,Low,EMP1590,6-10K,Sales,0-1y
37,Research & Development,Laboratory Technician,No,2473,6,Divorced,3,0,0.135,Low,EMP1591,<3K,R&D,6-10y
24,Research & Development,Laboratory Technician,No,8328,6,Divorced,4,0,0.121,Low,EMP1592,6-10K,R&D,6-10y
58,Research & Development,Research Director,No,7559,0,Divorced,3,0,0.01,Low,EMP1593,6-10K,R&D,0-1y
36,Research & Development,Laboratory Technician,No,4017,15,Married,4,0,0.061,Low,EMP1594,3-6K,R&D,10y+
40,Research & Development,Laboratory Technician,No,4939,8,Divorced,4,0,0.068,Low,EMP1595,3-6K,R&D,6-10y
40,Sales,Sales Executive,No,1858,12,Divorced,3,0,0.08,Low,EMP1596,<3K,Sales,10y+
33,Research & Development,Laboratory Technician,Yes,4524,2,Single,4,1,0.64,High,EMP1597,3-6K,R&D,2-3y
30,Human Resources,Manager,No,5453,1,Divorced,3,0,0.132,Low,EMP1598,3-6K,HR,0-1y
56,Research & Development,Research Director,Yes,5959,0,Divorced,4,0,0.173,Low,EMP1599,3-6K,R&D,0-1y
46,Research & Development,Healthcare Representative,Yes,6690,8,Married,3,0,0.179,Low,EMP1600,6-10K,R&D,6-10y
44,Sales,Sales Representative,No,6212,18,Divorced,2,0,0.071,Low,EMP1601,6-10K,Sales,10y+
42,Sales,Sales Executive,No,4696,4,Married,3,0,0.054,Low,EMP1602,3-6K,Sales,4-5y
27,Sales,Manager,Yes,6357,2,Married,2,1,0.462,Medium,EMP1603,6-10K,Sales,2-3y
48,Human Resources,Human Resources,Yes,9424,5,Married,2,0,0.247,Low,EMP1604,6-10K,HR,4-5y
29,Sales,Sales Representative,Yes,5153,0,Married,2,1,0.788,High,EMP1605,3-6K,Sales,0-1y
39,Sales,Sales Representative,No,6468,1,Divorced,2,0,0.237,Low,EMP1606,6-10K,Sales,0-1y
22,Research & Development,Research Director,No,4903,3,Divorced,2,0,0.195,Low,EMP1607,3-6K,R&D,2-3y
18,Sales,Sales Executive,Yes,3805,3,Married,3,1,0.441,Medium,EMP1608,3-6K,Sales,2-3y
39,Research & Development,Healthcare Representative,Yes,7241,13,Divorced,2,0,0.181,Low,EMP1609,6-10K,R&D,10y+
29,Research & Development,Manufacturing Director,No,4002,3,Single,2,0,0.257,Low,EMP1610,3-6K,R&D,2-3y
19,Sales,Sales Representative,No,6716,1,Divorced,1,0,0.438,Medium,EMP1611,6-10K,Sales,0-1y
41,Human Resources,Manager,No,5516,2,Single,2,0,0.165,Low,EMP1612,3-6K,HR,2-3y
56,Human Resources,Manager,No,4595,4,Married,2,0,0.06,Low,EMP1613,3-6K,HR,4-5y
49,Research & Development,Manufacturing Director,No,4534,0,Single,4,0,0.177,Low,EMP1614,3-6K,R&D,0-1y
34,Sales,Sales Representative,No,4107,1,Married,2,0,0.373,Medium,EMP1615,3-6K,Sales,0-1y
37,Sales,Manager,No,2196,1,Married,1,0,0.156,Low,EMP1616,<3K,Sales,0-1y
44,Research & Development,Research Scientist,Yes,6704,12,Single,2,0,0.259,Low,EMP1617,6-10K,R&D,10y+
47,Research & Development,Laboratory Technician,No,6169,1,Married,3,0,0.121,Low,EMP1618,6-10K,R&D,0-1y
33,Research & Development,Manufacturing Director,No,8667,1,Married,1,0,0.191,Low,EMP1619,6-10K,R&D,0-1y
37,Sales,Sales Executive,No,4054,0,Single,1,0,0.301,Medium,EMP1620,3-6K,Sales,0-1y
39,Research & Development,Laboratory Technician,No,15405,2,Married,2,0,0.128,Low,EMP1621,10K+,R&D,2-3y
41,Human Resources,Human Resources,Yes,4407,0,Single,2,0,0.591,Medium,EMP1622,3-6K,HR,0-1y
35,Research & Development,Healthcare Representative,No,3356,4,Single,2,0,0.203,Low,EMP1623,3-6K,R&D,4-5y
35,Human Resources,Manager,No,3144,5,Single,1,0,0.304,Medium,EMP1624,3-6K,HR,4-5y
49,Research & Development,Research Scientist,Yes,2092,0,Married,3,0,0.315,Medium,EMP1625,<3K,R&D,0-1y
47,Sales,Sales Representative,No,12618,0,Married,1,0,0.158,Low,EMP1626,10K+,Sales,0-1y
41,Research & Development,Laboratory Technician,No,11545,1,Married,3,0,0.12,Low,EMP1627,10K+,R&D,0-1y
52,Research & Development,Healthcare Representative,No,7558,16,Divorced,3,0,0.089,Low,EMP1628,6-10K,R&D,10y+
33,Sales,Sales Executive,No,3318,9,Married,1,0,0.115,Low,EMP1629,3-6K,Sales,6-10y
51,Sales,Manager,No,14708,6,Divorced,2,0,0.09,Low,EMP1630,10K+,Sales,6-10y
41,Sales,Manager,No,4476,8,Divorced,1,0,0.081,Low,EMP1631,3-6K,Sales,6-10y
60,Research & Development,Healthcare Representative,Yes,4684,9,Married,3,0,0.097,Low,EMP1632,3-6K,R&D,6-10y
26,Research & Development,Research Scientist,No,11973,1,Single,2,0,0.255,Low,EMP1633,10K+,R&D,0-1y
30,Research & Development,Research Director,Yes,7804,3,Single,2,1,0.525,Medium,EMP1634,6-10K,R&D,2-3y
40,Research & Development,Healthcare Representative,No,18226,5,Married,1,0,0.102,Low,EMP1635,10K+,R&D,4-5y
40,Sales,Sales Representative,No,6227,1,Married,2,1,0.271,Low,EMP1636,6-10K,Sales,0-1y
54,Sales,Manager,No,4366,11,Single,2,0,0.053,Low,EMP1637,3-6K,Sales,10y+
30,Sales,Manager,Yes,3879,4,Divorced,1,0,0.48,Medium,EMP1638,3-6K,Sales,4-5y
45,Sales,Sales Executive,Yes,1966,4,Divorced,4,0,0.228,Low,EMP1639,<3K,Sales,4-5y
47,Sales,Manager,No,4660,2,Single,2,0,0.186,Low,EMP1640,3-6K,Sales,2-3y
43,Sales,Manager,Yes,10193,0,Single,1,1,0.572,Medium,EMP1641,10K+,Sales,0-1y
28,Research & Development,Research Scientist,Yes,7550,5,Single,3,1,0.474,Medium,EMP1642,6-10K,R&D,4-5y
49,Research & Development,Research Scientist,No,5492,6,Married,2,0,0.101,Low,EMP1643,3-6K,R&D,6-10y
48,Research & Development,Healthcare Representative,No,3142,11,Divorced,2,0,0.071,Low,EMP1644,3-6K,R&D,10y+
42,Sales,Sales Executive,No,6153,4,Married,3,0,0.091,Low,EMP1645,6-10K,Sales,4-5y
38,Research & Development,Manufacturing Director,No,9481,5,Single,1,0,0.165,Low,EMP1646,6-10K,R&D,4-5y
39,Research & Development,Healthcare Representative,No,6883,6,Married,3,0,0.05,Low,EMP1647,6-10K,R&D,6-10y
36,Sales,Sales Representative,No,5953,4,Single,1,1,0.443,Medium,EMP1648,3-6K,Sales,4-5y
42,Research & Development,Research Director,No,3504,2,Married,1,0,0.138,Low,EMP1649,3-6K,R&D,2-3y
37,Research & Development,Laboratory Technician,No,8751,3,Married,1,0,0.159,Low,EMP1650,6-10K,R&D,2-3y
29,Sales,Sales Executive,No,1009,1,Married,1,0,0.294,Low,EMP1651,<3K,Sales,0-1y
27,Sales,Manager,No,6704,0,Married,2,0,0.192,Low,EMP1652,6-10K,Sales,0-1y
30,Research & Development,Manufacturing Director,No,19999,14,Divorced,4,0,0.03,Low,EMP1653,10K+,R&D,10y+
38,Sales,Sales Executive,No,2369,1,Single,4,0,0.249,Low,EMP1654,<3K,Sales,0-1y
36,Research & Development,Research Scientist,No,4756,3,Married,1,0,0.084,Low,EMP1655,3-6K,R&D,2-3y
38,Sales,Sales Representative,No,5408,3,Single,4,0,0.354,Medium,EMP1656,3-6K,Sales,2-3y
41,Research & Development,Manufacturing Director,No,4211,3,Single,3,0,0.135,Low,EMP1657,3-6K,R&D,2-3y
31,Research & Development,Research Scientist,Yes,9604,18,Divorced,3,0,0.146,Low,EMP1658,6-10K,R&D,10y+
50,Research & Development,Healthcare Representative,No,7043,1,Married,4,0,0.048,Low,EMP1659,6-10K,R&D,0-1y
34,Research & Development,Manufacturing Director,Yes,5906,0,Single,2,0,0.581,Medium,EMP1660,3-6K,R&D,0-1y
33,Sales,Sales Representative,No,8421,2,Married,2,0,0.318,Medium,EMP1661,6-10K,Sales,2-3y
41,Research & Development,Laboratory Technician,No,5481,2,Married,3,0,0.237,Low,EMP1662,3-6K,R&D,2-3y
20,Research & Development,Healthcare Representative,No,19999,0,Divorced,3,0,0.097,Low,EMP1663,10K+,R&D,0-1y
29,Research & Development,Research Director,Yes,5903,0,Married,3,0,0.448,Medium,EMP1664,3-6K,R&D,0-1y
45,Sales,Sales Executive,No,6047,1,Single,1,0,0.209,Low,EMP1665,6-10K,Sales,0-1y
21,Sales,Sales Executive,No,2120,4,Married,4,0,0.236,Low,EMP1666,<3K,Sales,4-5y
47,Human Resources,Manager,Yes,4028,0,Single,2,0,0.427,Medium,EMP1667,3-6K,HR,0-1y
50,Research & Development,Healthcare Representative,Yes,10209,2,Single,4,0,0.278,Low,EMP1668,10K+,R&D,2-3y
33,Research & Development,Healthcare Representative,Yes,2605,2,Married,2,0,0.434,Medium,EMP1669,<3K,R&D,2-3y
39,Research & Development,Manufacturing Director,Yes,1657,10,Married,1,0,0.229,Low,EMP1670,<3K,R&D,6-10y
47,Research & Development,Healthcare Representative,Yes,5529,11,Single,4,1,0.204,Low,EMP1671,3-6K,R&D,10y+
32,Human Resources,Manager,No,11543,7,Divorced,3,0,0.152,Low,EMP1672,10K+,HR,6-10y
44,Sales,Sales Executive,No,5559,2,Married,1,1,0.102,Low,EMP1673,3-6K,Sales,2-3y
30,Research & Development,Healthcare Representative,Yes,4514,1,Married,1,0,0.566,Medium,EMP1674,3-6K,R&D,0-1y
32,Research & Development,Manufacturing Director,Yes,1954,1,Single,1,1,0.799,High,EMP1675,<3K,R&D,0-1y
29,Sales,Sales Executive,Yes,6965,2,Married,1,0,0.479,Medium,EMP1676,6-10K,Sales,2-3y
40,Research & Development,Manufacturing Director,No,7814,6,Single,4,0,0.114,Low,EMP1677,6-10K,R&D,6-10y
47,Research & Development,Manufacturing Director,No,2038,4,Single,1,1,0.132,Low,EMP1678,<3K,R&D,4-5y
35,Research & Development,Laboratory Technician,No,10137,0,Single,1,0,0.326,Medium,EMP1679,10K+,R&D,0-1y
25,Research & Development,Research Director,Yes,8276,3,Single,4,0,0.531,Medium,EMP1680,6-10K,R&D,2-3y
27,Research & Development,Research Scientist,Yes,10125,7,Single,4,0,0.37,Medium,EMP1681,10K+,R&D,6-10y
40,Research & Development,Research Scientist,No,7487,12,Single,1,0,0.136,Low,EMP1682,6-10K,R&D,10y+
53,Research & Development,Manufacturing Director,Yes,7781,0,Divorced,3,0,0.225,Low,EMP1683,6-10K,R&D,0-1y
40,Research & Development,Research Director,Yes,7232,26,Divorced,3,0,0.166,Low,EMP1684,6-10K,R&D,10y+
33,Research & Development,Healthcare Representative,Yes,8757,3,Married,3,0,0.286,Low,EMP1685,6-10K,R&D,2-3y
43,Research & Development,Healthcare Representative,No,1997,0,Divorced,2,0,0.216,Low,EMP1686,<3K,R&D,0-1y
34,Human Resources,Human Resources,No,2378,6,Single,4,0,0.171,Low,EMP1687,<3K,HR,6-10y
33,Sales,Manager,No,3623,9,Married,4,0,0.154,Low,EMP1688,3-6K,Sales,6-10y
28,Research & Development,Research Director,No,5057,1,Divorced,3,1,0.114,Low,EMP1689,3-6K,R&D,0-1y
49,Research & Development,Manufacturing Director,Yes,6724,1,Married,4,0,0.219,Low,EMP1690,6-10K,R&D,0-1y
18,Sales,Sales Representative,No,6493,2,Single,1,0,0.639,High,EMP1691,6-10K,Sales,2-3y
44,Research & Development,Laboratory Technician,Yes,10040,4,Married,3,0,0.313,Medium,EMP1692,10K+,R&D,4-5y
32,Research & Development,Healthcare Representative,No,10215,1,Married,4,0,0.149,Low,EMP1693,10K+,R&D,0-1y
33,Sales,Manager,No,3361,0,Married,3,0,0.178,Low,EMP1694,3-6K,Sales,0-1y
52,Research & Development,Manufacturing Director,No,6193,2,Married,4,0,0.116,Low,EMP1695,6-10K,R&D,2-3y
30,Sales,Sales Representative,No,3407,1,Married,2,0,0.348,Medium,EMP1696,3-6K,Sales,0-1y
30,Research & Development,Manufacturing Director,Yes,4897,4,Single,4,0,0.45,Medium,EMP1697,3-6K,R&D,4-5y
35,Sales,Sales Executive,No,6483,8,Married,4,0,0.076,Low,EMP1698,6-10K,Sales,6-10y
40,Research & Development,Healthcare Representative,No,1009,2,Single,3,0,0.213,Low,EMP1699,<3K,R&D,2-3y
33,Research & Development,Healthcare Representative,No,19999,11,Divorced,3,0,0.038,Low,EMP1700,10K+,R&D,10y+
22,Research & Development,Research Director,No,7416,5,Married,3,0,0.1,Low,EMP1701,6-10K,R&D,4-5y
29,Research & Development,Research Director,Yes,3914,3,Married,2,1,0.508,Medium,EMP1702,3-6K,R&D,2-3y
48,Sales,Sales Representative,No,15678,6,Married,3,0,0.074,Low,EMP1703,10K+,Sales,6-10y
37,Research & Development,Research Director,No,4486,8,Single,4,0,0.181,Low,EMP1704,3-6K,R&D,6-10y
41,Research & Development,Manufacturing Director,No,5842,5,Married,1,0,0.117,Low,EMP1705,3-6K,R&D,4-5y
34,Sales,Sales Representative,Yes,4155,0,Married,1,0,0.828,High,EMP1706,3-6K,Sales,0-1y
31,Sales,Sales Representative,No,13475,0,Married,2,0,0.27,Low,EMP1707,10K+,Sales,0-1y
52,Research & Development,Research Director,No,5126,8,Married,2,0,0.035,Low,EMP1708,3-6K,R&D,6-10y
35,Research & Development,Healthcare Representative,No,5897,0,Divorced,3,0,0.151,Low,EMP1709,3-6K,R&D,0-1y
33,Human Resources,Human Resources,Yes,10531,3,Married,2,0,0.397,Medium,EMP1710,10K+,HR,2-3y
46,Sales,Sales Executive,Yes,7493,0,Married,3,0,0.278,Low,EMP1711,6-10K,Sales,0-1y
30,Sales,Sales Representative,No,5271,12,Married,1,0,0.26,Low,EMP1712,3-6K,Sales,10y+
31,Sales,Sales Representative,Yes,10003,1,Single,2,0,0.861,High,EMP1713,10K+,Sales,0-1y
37,Sales,Manager,No,19999,4,Single,3,0,0.099,Low,EMP1714,10K+,Sales,4-5y
37,Research & Development,Manufacturing Director,No,6467,1,Divorced,2,0,0.144,Low,EMP1715,6-10K,R&D,0-1y
39,Research & Development,Manufacturing Director,Yes,5791,3,Divorced,3,1,0.318,Medium,EMP1716,3-6K,R&D,2-3y
55,Research & Development,Research Director,Yes,5966,0,Divorced,3,0,0.257,Low,EMP1717,3-6K,R&D,0-1y
40,Sales,Sales Representative,No,11167,1,Single,2,0,0.268,Low,EMP1718,10K+,Sales,0-1y
18,Human Resources,Human Resources,Yes,3906,6,Single,2,0,0.711,High,EMP1719,3-6K,HR,6-10y
39,Research & Development,Manufacturing Director,No,4660,2,Married,4,1,0.094,Low,EMP1720,3-6K,R&D,2-3y
37,Research & Development,Manufacturing Director,No,2331,3,Divorced,4,0,0.097,Low,EMP1721,<3K,R&D,2-3y
37,Research & Development,Research Director,No,2832,6,Single,1,0,0.279,Low,EMP1722,<3K,R&D,6-10y
39,Human Resources,Manager,No,4085,1,Single,3,1,0.172,Low,EMP1723,3-6K,HR,0-1y
36,Research & Development,Manufacturing Director,No,5267,0,Single,2,1,0.195,Low,EMP1724,3-6K,R&D,0-1y
36,Research & Development,Manufacturing Director,No,14371,2,Married,1,0,0.138,Low,EMP1725,10K+,R&D,2-3y
42,Research & Development,Manufacturing Director,Yes,7293,5,Divorced,3,0,0.174,Low,EMP1726,6-10K,R&D,4-5y
32,Research & Development,Laboratory Technician,No,3289,4,Married,1,1,0.195,Low,EMP1727,3-6K,R&D,4-5y
28,Research & Development,Manufacturing Director,No,3639,8,Single,2,1,0.255,Low,EMP1728,3-6K,R&D,6-10y
60,Research & Development,Research Scientist,No,11569,14,Married,3,0,0.039,Low,EMP1729,10K+,R&D,10y+
30,Research & Development,Laboratory Technician,No,10093,9,Married,4,0,0.124,Low,EMP1730,10K+,R&D,6-10y
37,Research & Development,Laboratory Technician,No,5516,1,Single,2,1,0.326,Medium,EMP1731,3-6K,R&D,0-1y
23,Research & Development,Manufacturing Director,Yes,4258,7,Single,4,1,0.449,Medium,EMP1732,3-6K,R&D,6-10y
38,Research & Development,Laboratory Technician,Yes,10084,5,Married,4,0,0.251,Low,EMP1733,10K+,R&D,4-5y
28,Research & Development,Healthcare Representative,Yes,3145,3,Married,2,0,0.473,Medium,EMP1734,3-6K,R&D,2-3y
33,Sales,Sales Representative,No,6738,1,Divorced,1,1,0.292,Low,EMP1735,6-10K,Sales,0-1y
46,Research & Development,Research Scientist,Yes,18957,6,Married,3,0,0.126,Low,EMP1736,10K+,R&D,6-10y
